Rank,RankPowerlaw,Artist,Title,Year,SpotifyPlayCount,WikiWordCount,Followers,Popularity,Prediction,Error,Grammy,GenreRaw,Genre,beat,country,easyListening,folkORfunk,instrumental,jazz,pop,popRock,r&b,rock,rockabilly,sunshinePop,traditionalPop
17,0.869556304,Ferrante and Teicher,Exodus,-1.221846051,12.73336003,-0.44270554,-0.715283869,-0.25315636,13.13278512,-0.399425094,0,,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
55,-0.400992283,Jimmy Charles,A Million To One,-1.569233654,10.95616061,-1.685322859,-2.01459613,-1.883920807,11.40353226,-0.447371654,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
56,-0.420490622,Andy Williams,The Village Of St. Bernadette,-1.569233654,11.3272222,0.675133689,0.537259007,1.272397478,13.31475621,-1.987534018,0,"vocal pop, inspirational, traditional pop, gospel, hymns, contemporary gospel",traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1.340626413,Andy Williams,Can't Get Used To Losing You,-0.527070846,14.78375065,0.675133689,0.537259007,1.272397478,15.15890135,-0.375150704,0,easy listening,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
96,-1.003754117,Andy Williams,A Fool Never Learns,-0.179683243,11.83001099,0.675133689,0.537259007,1.272397478,14.08733685,-2.257325861,0,easy listening,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
57,-0.439643839,The Browns,The Old Lamplighter,-1.569233654,11.04244172,-0.970974108,-1.032921328,-1.042235931,11.78821369,-0.745771967,0,countrypolitan,country,0,1,0,0,0,0,0,0,0,0,0,0,0
58,-0.45846394,Bill Black's Combo,White Silver Sands,-1.569233654,10.31111698,0.027676025,-2.06772858,-2.409973855,10.52803862,-0.216921638,0,,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
59,-0.476962314,Bobby Vee,Devil Or Angel,-1.569233654,13.48416496,-0.184655553,0.156635757,0.220291383,13.14309957,0.341065393,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
12,1.246468919,Bobby Vee,Take Good Care Of My Baby,-1.221846051,16.00324783,-0.184655553,0.156635757,0.220291383,15.07422163,0.929026203,0,"rock and roll, pop",rock,0,0,0,0,0,0,0,0,0,1,0,0,0
89,-0.921824194,Bobby Vee,Rubber Ball,-1.221846051,14.33940264,-0.184655553,0.156635757,0.220291383,14.00522695,0.33417569,0,,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
78,-0.779061635,Bobby Vee,The Night Has a Thousand Eyes,-0.527070846,14.62826533,-0.184655553,0.156635757,0.220291383,13.24689112,1.381374209,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
60,-0.495149777,The Four Preps,Down By The Station,-1.569233654,10.07386304,-0.688542502,-1.073389171,-1.410473065,11.08612381,-1.012260767,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
98,-1.026066836,The Four Preps,More Money For You And Me,-1.221846051,8.929170383,-0.688542502,-1.073389171,-1.410473065,10.90861868,-1.979448294,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
61,-0.513036606,The Little Dippers,Forever,-1.569233654,10.59770916,-2.20777991,-2.469459319,-2.041736722,9.71524961,0.882459545,0,easy listening,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
62,-0.53063258,The Safaris,Image Of A Girl,-1.569233654,11.33835777,-2.621569147,-1.757431799,-1.936526112,10.3445385,0.99381927,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
63,-0.547947006,Brook Benton,Kiddio,-1.569233654,12.27318442,-0.969627669,-0.230522421,-0.095340446,13.67930439,-1.406119976,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
25,0.452219928,Brook Benton,The Boll Weevil Song,-1.221846051,10.78363284,-0.969627669,-0.230522421,-0.095340446,13.21267964,-2.429046798,0,novelty song,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
78,-0.779061635,Brook Benton,Think Twice,-1.221846051,11.03796557,-0.969627669,-0.230522421,-0.095340446,12.64854183,-1.610576252,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
64,-0.564988752,Donnie Brooks,Mission Bell,-1.569233654,11.29438381,-1.116248176,-2.030425474,-2.041736722,9.749726282,1.544657527,0,,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
67,-0.614560559,Ray Peterson,Tell Laura I Love Her,-1.569233654,14.0914029,-1.250878185,-0.743932189,-0.673998798,11.90081419,2.190588711,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
90,-0.933915142,Ray Peterson,Missing You,-1.221846051,10.50952335,-1.250878185,-0.743932189,-0.673998798,10.74860081,-0.239077455,0,,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
72,-0.692445137,Fats Domino,Walking To New Orleans,-1.569233654,14.36097816,0.533738456,0.599623628,0.74634443,14.70814085,-0.347162694,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
82,-0.833179338,Fats Domino,Let The Four Winds Blow,-1.221846051,12.75630454,0.533738456,0.599623628,0.74634443,14.7191432,-1.962838661,0,,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
76,-0.75095282,Neil Sedaka,Stairway To Heaven,-1.569233654,13.56732352,1.335668569,0.411948062,0.430712602,13.2915835,0.275740022,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
33,0.151786703,Neil Sedaka,Calendar Girl,-1.221846051,15.71244998,1.335668569,0.411948062,0.430712602,13.82088837,1.891561611,0,brill building,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
15,1.004998913,Neil Sedaka,Breaking Up Is Hard To Do,-0.874458448,15.66397844,1.335668569,0.411948062,0.430712602,15.32683933,0.337139116,0,"brill building, doo-wop",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
78,-0.779061635,Ray Charles,Georgia On My Mind,-1.569233654,12.22184756,1.114899978,1.392706727,1.114581563,13.16802552,-0.946177952,1,"jazz, soul, blues, traditional pop",traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
19,0.74919587,Ray Charles,Hit The Road Jack,-1.221846051,17.36930209,1.114899978,1.392706727,1.114581563,16.08579307,1.283509028,1,"r&b, jazz",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
60,-0.495149777,Ray Charles,One Mint Julep,-1.221846051,12.71865073,1.114899978,1.392706727,1.114581563,14.47125199,-1.752601258,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
54,-0.381136156,Ray Charles,You Don't Know Me,-0.874458448,15.55008097,1.114899978,1.392706727,1.114581563,15.61276913,-0.062688159,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
80,-0.806458757,Ray Charles,Here We Go Again,0.862479565,16.14010643,1.114899978,1.392706727,1.114581563,15.8242969,0.315809531,3,rhythm and blues,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
79,-0.792846898,Skip and Flip,Cherry Pie,-1.569233654,9.985205779,-1.446870623,-2.306829098,-1.568288979,10.48050085,-0.495295072,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
82,-0.833179338,Lloyd Price,Lady Luck,-1.569233654,13.01156589,-0.608832322,-0.226109237,-0.25315636,13.36858047,-0.357014585,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
83,-0.846296208,The Crests,Step By Step,-1.569233654,11.98608037,-0.060334509,-0.486166531,-0.410972274,13.12931252,-1.143232148,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
84,-0.859255986,Paul Evans,Happy-Go-Lucky Me,-1.569233654,12.66340255,-1.679635647,-1.60468213,-1.042235931,12.17843158,0.484970972,0,,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
85,-0.872062391,Ricky Nelson,Young Emotions,-1.569233654,12.19326092,0.870310541,0.372007311,0.272896687,12.65675028,-0.463489352,0,ballad,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
23,0.542449547,Ricky Nelson,Travelin' Man,-1.221846051,15.04711205,0.870310541,0.372007311,0.272896687,13.83489757,1.212214477,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
49,-0.275992491,Ricky Nelson,Hello Mary Lou,-1.221846051,15.54299672,0.870310541,0.372007311,0.272896687,13.03486332,2.508133395,0,rockabilly,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
43,-0.134644664,Ricky Nelson,Young World,-0.874458448,12.75839044,0.870310541,0.372007311,0.272896687,13.18879289,-0.430402455,0,,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
77,-0.765098492,Ricky Nelson,Teen Age Idol,-0.874458448,12.92552821,0.870310541,0.372007311,0.272896687,12.87797155,0.047556657,0,,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
61,-0.513036606,Ricky Nelson,Fools Rush In,-0.527070846,13.17692164,0.870310541,0.372007311,0.272896687,13.08648449,0.090437146,0,,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
65,-0.581766275,Ricky Nelson,For You,-0.179683243,11.42232219,0.870310541,0.372007311,0.272896687,13.13684332,-1.714521132,0,,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
86,-0.884719009,Johnny Burnette,Dreamin',-1.569233654,9.198976042,0.37848102,-0.384907444,-0.463577579,13.07255059,-3.873574549,0,rockabilly,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
87,-0.897229305,Johnny Tillotson,Poetry In Motion,-1.569233654,14.59329756,-0.407011894,-0.313660878,-0.095340446,12.75233401,1.840963541,0,,country,0,1,0,0,0,0,0,0,0,0,0,0,0
37,0.027979997,Johnny Tillotson,Without You,-1.221846051,11.89420033,-0.407011894,-0.313660878,-0.095340446,13.02552424,-1.131323907,1,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
18,0.807703554,Johnny Tillotson,It Keeps Right On a-Hurtin',-0.874458448,12.40953172,-0.407011894,-0.313660878,-0.095340446,13.49418075,-1.084649032,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
88,-0.909596623,Annette Funicello,O Dio Mio,-1.569233654,8.603370888,0.212546692,-0.950985464,-1.094841236,11.24906088,-2.645689992,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
89,-0.921824194,Joe Jones,You Talk Too Much,-1.569233654,11.92270127,-1.467067955,-0.764530169,-0.673998798,12.74605454,-0.823353269,0,r&b,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
90,-0.933915142,Johnny and The Hurricanes,Beatnik Fly,-1.569233654,8.709134992,-0.969627669,-0.690601288,-0.726604103,11.69849628,-2.989361284,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
92,-0.957699144,Bob Luman,Let's Think About Livin',-1.569233654,12.7083105,-1.049584058,-0.984414437,-0.831814712,12.50147526,0.206835238,0,rockabilly,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
93,-0.969397945,Guy Mitchell,Heartaches By The Number,-1.569233654,12.40260114,-1.120967947,-0.561747567,-0.35836697,12.37622458,0.026376562,0,country,country,0,1,0,0,0,0,0,0,0,0,0,0,0
97,-1.014967985,Barrett Strong,Money,-1.569233654,15.88757584,-0.904622569,-0.581773796,-0.25315636,13.19592988,2.691645956,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
98,-1.026066836,Maurice Williams and the Zodiacs,Stay,-1.569233654,16.67459705,-0.865232766,-0.504127482,-0.095340446,13.3789316,3.295665447,2,doo-wop,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
99,-1.037053007,Charlie Rich,Lonely Weekends,-1.569233654,12.63395461,0.116448893,0.160322419,0.115080773,12.35706733,0.276887278,0,,rockabilly,0,0,0,0,0,0,0,0,0,0,1,0,0
100,-1.047928762,Larry Hall,Sandy,-1.569233654,9.535534969,-1.708417448,-1.699966228,-1.200051846,10.89555673,-1.360021761,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3.935457318,Bobby Lewis,Tossin' And Turnin',-1.221846051,12.13169387,-2.083048311,-1.432016431,-1.305262455,14.38816812,-2.25647425,0,r&b,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
75,-0.736619782,Bobby Lewis,One Track Mind,-1.221846051,9.216819338,-2.083048311,-1.432016431,-1.305262455,11.35090658,-2.134087245,0,,country,0,1,0,0,0,0,0,0,0,0,0,0,0
2,3.185382973,Patsy Cline,I Fall To Pieces,-1.221846051,15.90716287,1.398291704,0.828213322,0.588528516,15.85181127,0.055351595,1,"country, traditional pop",country,0,1,0,0,0,0,0,0,0,0,0,0,0
78,-0.779061635,Patsy Cline,She's Got You,-0.874458448,15.34008359,1.398291704,0.828213322,0.588528516,13.98153563,1.358547961,0,"country, traditional pop",country,0,1,0,0,0,0,0,0,0,0,0,0,0
3,2.746617609,The Highwaymen,Michael,-1.221846051,12.75367658,-0.615303221,0.525977897,0.378107297,13.99584472,-1.242168143,0,,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
36,0.057629209,The Highwaymen,Cotton Fields,-0.874458448,10.9928909,-0.615303221,0.525977897,0.378107297,12.75438438,-1.761493476,0,,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2.193838623,Del Shannon,Runaway,-1.221846051,16.48085936,0.108238591,0.212604072,0.115080773,15.44024467,1.040614695,0,rock and roll,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
68,-0.630592386,Del Shannon,Hats Off To Larry,-1.221846051,11.89836472,0.108238591,0.212604072,0.115080773,14.04776609,-2.149401371,0,rock and roll,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
100,-1.047928762,Del Shannon,Little Town Flirt,-0.527070846,12.81359658,0.108238591,0.212604072,0.115080773,12.80552587,0.008070711,0,pop rock,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
99,-1.037053007,Del Shannon,Keep Searchin' (We'll Follow the Sun),0.16770436,13.67082115,0.108238591,0.212604072,0.115080773,14.18434966,-0.513528512,0,rock and roll,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
6,1.996543263,The Jive Five,My True Story,-1.221846051,13.2171898,-0.844951114,-0.962881219,-1.042235931,13.82358813,-0.606398324,0,doo-wop,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1.685234283,The String-A-Longs,Wheels,-1.221846051,12.4474254,-1.635320441,-1.608979367,-1.410473065,12.07857861,0.368846787,0,,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
9,1.557777899,Dee Clark,Raindrops,-1.221846051,10.49667627,-1.049584058,-1.016834902,-1.410473065,13.19771409,-2.701037826,0,r&b,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
10,1.443764278,Joe Dowell,Wooden Heart,-1.221846051,11.24116923,-1.803603682,-2.164383798,-2.041736722,11.19092952,0.050239719,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
11,1.340626413,Lawrence Welk,Calcutta,-1.221846051,12.30149191,0.516649654,-0.749788262,-0.35836697,12.92816705,-0.626675139,0,easy listening,easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
14,1.079658069,The Shirelles,Dedicated To The One I Love,-1.221846051,14.15292663,0.104324664,0.306657396,0.430712602,15.10420598,-0.951279348,0,"pop, soul",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0.935159938,The Shirelles,Will You Love Me Tomorrow,-1.221846051,16.21035354,0.104324664,0.306657396,0.430712602,15.03203672,1.178316824,0,r&b,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
81,-0.819901521,The Shirelles,Mama Said,-1.221846051,16.7591145,0.104324664,0.306657396,0.430712602,14.15547522,2.603639284,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
10,1.443764278,The Shirelles,Soldier Boy,-0.874458448,13.34354981,0.104324664,0.306657396,0.430712602,15.38750492,-2.043955103,0,r&b,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
44,-0.159522278,The Shirelles,Baby It's You,-0.874458448,14.13646951,0.104324664,0.306657396,0.430712602,14.58674705,-0.450277542,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
57,-0.439643839,The Shirelles,Foolish Little Girl,-0.527070846,12.91108664,0.104324664,0.306657396,0.430712602,13.58018729,-0.669100655,0,"r&b, pop, soul",pop,0,0,0,0,0,0,1,0,0,0,0,0,0
15,1.004998913,The Mar-Keys,Last Night,-1.221846051,13.92724512,-0.548159058,-0.539551693,-0.779209408,12.46894659,1.458298529,0,"r&b, instrumental rock",instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
20,0.693689933,Sue Thompson,Sad Movies (Make Me Cry),-1.221846051,12.9343577,-1.215395308,-0.889252808,-0.779209408,12.09763329,0.836724406,0,"pop, easy listening",easyListening,0,0,1,0,0,0,0,0,0,0,0,0,0
33,0.151786703,Sue Thompson,Norman,-0.874458448,12.23630598,-1.215395308,-0.889252808,-0.779209408,12.47354901,-0.237243032,0,,country,0,1,0,0,0,0,0,0,0,0,0,0,0
21,0.640892704,Ernie K-Doe,Mother-In-Law,-1.221846051,13.00118734,-0.840241067,-0.966319674,-0.937025322,13.1522383,-0.151050957,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
22,0.590552068,The Dovells,Bristol Stomp,-1.221846051,12.64463721,-1.141694902,-1.11501565,-1.147446541,12.87301059,-0.228373384,0,doo-wop,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
31,0.219441766,The Dovells,You Can't Sit Down,-0.527070846,11.16560662,-1.141694902,-1.11501565,-1.147446541,11.92245361,-0.756846996,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
24,0.496394574,The Miracles,Shop Around,-1.221846051,15.93023804,1.002303195,0.895737909,0.641133821,15.18468539,0.745552646,0,soul,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
65,-0.581766275,The Miracles,You've Really Got a Hold on Me,-0.527070846,15.18691182,1.002303195,0.895737909,0.641133821,14.8490942,0.337817619,0,soul,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
85,-0.872062391,The Miracles,Mickey's Monkey,-0.527070846,12.29309861,1.002303195,0.895737909,0.641133821,13.73600587,-1.442907262,0,"soul, pop",pop,0,0,0,0,0,0,1,0,0,0,0,0,0
78,-0.779061635,The Miracles,The Tracks of My Tears,0.16770436,17.16412213,1.002303195,0.895737909,0.641133821,14.95344929,2.210672839,0,soul,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
93,-0.969397945,The Miracles,Ooo Baby Baby,0.16770436,15.7760085,1.002303195,0.895737909,0.641133821,14.85838625,0.917622255,0,"soul, pop",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
26,0.409778075,Gene Mcdaniels,A Hundred Pounds Of Clay,-1.221846051,12.27302544,-0.731570693,-1.241740237,-1.147446541,12.74911094,-0.476085499,0,soul,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
27,0.36893819,Dick and Dee Dee,The Mountain's High,-1.221846051,9.790486813,-0.605154306,-1.873408294,-1.831315503,11.97112409,-2.180637273,0,rock and roll,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
84,-0.859255986,Dick and Dee Dee,Tell Me,-0.874458448,9.471550124,-0.605154306,-1.873408294,-1.831315503,10.38377824,-0.912228117,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
29,0.291610404,Floyd Cramer,On The Rebound,-1.221846051,13.40019055,-0.675608761,-0.57783221,-0.568788189,12.73952212,0.660668429,0,"folk, world, country",country,0,1,0,0,0,0,0,0,0,0,0,0,0
88,-0.909596623,Floyd Cramer,San Antonio Rose,-1.221846051,12.65341519,-0.675608761,-0.57783221,-0.568788189,11.71673933,0.936675863,0,,instrumental,0,0,0,0,1,0,0,0,0,0,0,0,0
31,0.219441766,Gary U.S. Bonds,Quarter To Three,-1.221846051,12.21907771,-0.91092706,-0.766337781,-0.831814712,12.52163235,-0.302554642,0,doo-wop,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
54,-0.381136156,Gary U.S. Bonds,School Is Out,-1.221846051,10.29974372,-0.91092706,-0.766337781,-0.831814712,11.73234102,-1.432597301,0,,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
32,0.185085592,Gary U.S. Bonds,Dear Lady Twist,-0.874458448,10.1156106,-0.91092706,-0.766337781,-0.831814712,12.11658611,-2.000975507,0,,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
88,-0.909596623,Gary U.S. Bonds,"Twist, Twist Senora",-0.874458448,10.85502959,-0.91092706,-0.766337781,-0.831814712,11.56984954,-0.714819947,0,,popRock,0,0,0,0,0,0,0,1,0,0,0,0,0
32,0.185085592,Barry Mann,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",-1.221846051,13.40628288,-0.93138648,-1.127168281,-0.831814712,12.98880085,0.417482035,0,"doo-wop, bubblegum pop (sugaryline version)",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
34,0.119481959,Chris Kenner,I Like It Like That,-1.221846051,13.51427167,-1.535224138,-1.299022015,-1.200051846,12.53491687,0.979354798,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
35,0.088113718,Jorgen Ingmann,Apache,-1.221846051,11.90651365,-1.256316479,-1.732809071,-1.726104893,11.72431792,0.182195734,0,,sunshinePop,0,0,0,0,0,0,0,0,0,0,0,1,0
74,-0.722094348,Linda Scott,I've Told Every Little Star,-1.221846051,10.56069663,-1.16453242,-1.098335874,-1.147446541,11.25374966,-0.693053032,0,pop,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
38,-0.000878475,Ferlin Husky,Wings Of A Dove,-1.221846051,12.46567155,-0.586074309,-0.392463477,-0.621393493,12.58933754,-0.123665987,0,pop,country,0,1,0,0,0,0,0,0,0,0,0,0,0
40,-0.056384412,Marcels,Blue Moon,-1.221846051,15.70708233,-1.781263509,-0.406706056,-0.200551055,13.702846,2.004236325,0,country,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
41,-0.083104993,Shep and The Limelites,Daddy's Home,-1.221846051,10.71790059,-1.280247915,-1.699966228,-1.883920807,11.63045769,-0.912557105,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
42,-0.109181641,Troy Shondell,This Time,-1.221846051,10.26882487,-0.86162213,-1.858654752,-2.094342026,11.4682763,-1.199451435,0,r&b,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
43,-0.134644664,"Clarence ""Frogman"" Henry",(I Don't Know Why) But I Do,-1.221846051,14.3140901,-1.205003149,-0.719752286,-0.621393493,13.15193673,1.162153378,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
44,-0.159522278,Kokomo,Asia Minor,-1.221846051,10.56869811,-1.427092643,-0.951767169,-1.620894284,12.16689802,-1.598199901,0,"r&b, swamp pop, country",rock,0,0,0,0,0,0,0,0,0,1,0,0,0
45,-0.183840796,Faron Young,Hello Walls,-1.221846051,14.21444103,-0.116888709,-0.157434193,-0.35836697,12.8287144,1.38572663,0,"rock, classical",country,0,1,0,0,0,0,0,0,0,0,0,0,0
46,-0.207624799,Dion,Runaround Sue,-1.221846051,17.13116349,0.480643663,1.421956386,1.482818697,15.83035497,1.300808517,0,country,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
12,1.246468919,Dion,The Wanderer,-0.874458448,17.24132348,0.480643663,1.421956386,1.482818697,16.65804571,0.583277764,0,"doo-wop, rock and roll",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
67,-0.614560559,Dion,Lovers Who Wander,-0.874458448,14.31147307,0.480643663,1.421956386,1.482818697,15.83583207,-1.524359003,0,"rhythm and blues, pop, rock and roll",rock,0,0,0,0,0,0,0,0,0,1,0,0,0
86,-0.884719009,Dion,Little Diane,-0.874458448,12.16491726,0.480643663,1.421956386,1.482818697,15.70090204,-3.535984782,0,rock and roll,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
40,-0.056384412,Dion,Ruby Baby,-0.527070846,13.20124664,0.480643663,1.421956386,1.482818697,15.14068487,-1.939438224,0,rock and roll,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
86,-0.884719009,Dion,Donna the Prima Donna,-0.527070846,13.492508,0.480643663,1.421956386,1.482818697,15.80234895,-2.309840954,0,,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
47,-0.230897277,Arthur Lyman,Yellow Bird,-1.221846051,12.47299956,-0.080753868,-0.844563765,-0.779209408,12.66563541,-0.192635849,0,rock and roll,jazz,0,0,0,0,0,1,0,0,0,0,0,0,0
48,-0.253679772,Timi Yuro,Hurt,-1.221846051,13.84851971,-0.369736051,-0.54096085,-0.568788189,13.19410881,0.654410904,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
50,-0.297854417,The Capris,There's A Moon Out Tonight,-1.221846051,13.79233712,-1.189624436,-0.763569572,-0.884420017,12.79087119,1.001465925,0,,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
52,-0.34029627,The Paris Sisters,I Love How You Love Me,-1.221846051,12.81650376,-1.741115374,-1.217569011,-0.989630627,11.57310941,1.243394346,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
53,-0.360908866,Lee Dorsey,Ya Ya,-1.221846051,14.18416713,-0.912192981,-0.324496426,0.115080773,13.89450753,0.2896596,0,pop,r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
76,-0.75095282,Lee Dorsey,Working In The Coal Mine,0.515091963,14.42612142,-0.912192981,-0.324496426,0.115080773,14.20693549,0.21918593,0,"soul, rock and roll",r&b,0,0,0,0,0,0,0,0,1,0,0,0,0
55,-0.400992283,Bob Moore,Mexico,-1.221846051,10.70578058,-1.109991306,-2.020849907,-2.041736722,10.50850746,0.197273115,0,r&b,country,0,1,0,0,0,0,0,0,0,0,0,0,0
56,-0.420490622,Ral Donner,You Don't Know What You've Got (Until You Lose It),-1.221846051,10.71477326,-1.487702808,-1.415335639,-1.673499588,11.85933453,-1.144561265,0,"pop, country",rock,0,0,0,0,0,0,0,0,0,1,0,0,0
58,-0.45846394,The Lettermen,The Way You Look Tonight,-1.221846051,12.48904992,-0.013338888,-0.151576622,-0.305761665,12.4955988,-0.006548883,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
74,-0.722094348,The Lettermen,Goin' Out Of My Head / Can't Take My Eyes Off You,1.209867168,12.89793901,-0.013338888,-0.151576622,-0.305761665,13.07405754,-0.176118531,0,"pop, jazz",pop,0,0,0,0,0,0,1,0,0,0,0,0,0
30,0.254924568,The Lettermen,Hurt So Bad,1.557254771,11.85607536,-0.013338888,-0.151576622,-0.305761665,13.66347434,-1.807398987,0,,pop,0,0,0,0,0,0,1,0,0,0,0,0,0
59,-0.476962314,Pat Boone,Moody River,-1.221846051,12.83830407,0.712219331,0.113857226,-0.147945751,12.96932769,-0.131023619,0,,country,0,1,0,0,0,0,0,0,0,0,0,0,0
45,-0.183840796,Pat Boone,Speedy Gonzales,-0.874458448,14.1196507,0.712219331,0.113857226,-0.147945751,14.04140924,0.078241465,0,country pop,rock,0,0,0,0,0,0,0,0,0,1,0,0,0
61,-0.513036606,Adam Wade,Take Good Care Of Her,-1.221846051,9.702227795,-1.243675088,-1.999392619,-2.094342026,8.869382463,0.832845332,0,,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
83,-0.846296208,Adam Wade,The Writing On The Wall,-1.221846051,8.454466362,-1.243675088,-1.999392619,-2.094342026,8.702936705,-0.248470343,0,pop,traditionalPop,0,0,0,0,0,0,0,0,0,0,0,0,1
62,-0.53063258,Carla Thomas,Gee Whiz (Look At His Eyes),-1.221846051,13.63341658,-0.498475945,-0.216736888,0.325501992,13.47239655,0.161020027,0,,folkORfunk,0,0,0,1,0,0,0,0,0,0,0,0,0
